Datetime,Open,High,Low,Close,Adj Close,Volume
2022-01-18 09:30:00-05:00,1028.0,1032.0,1023.0,1025.3499755859375,1025.3499755859375,1466741
2022-01-18 09:35:00-05:00,1025.9698486328125,1028.679931640625,1018.0,1020.1500244140625,1020.1500244140625,609419
2022-01-18 09:40:00-05:00,1021.0599975585938,1035.8599853515625,1016.0599975585938,1034.969970703125,1034.969970703125,697473
2022-01-18 09:45:00-05:00,1035.0,1038.679931640625,1030.0899658203125,1037.625,1037.625,439527
2022-01-18 09:50:00-05:00,1037.3348388671875,1045.699951171875,1032.9100341796875,1043.67236328125,1043.67236328125,519753
2022-01-18 09:55:00-05:00,1043.0,1046.550048828125,1040.510009765625,1044.0,1044.0,351190
2022-01-18 10:00:00-05:00,1044.5150146484375,1044.5150146484375,1038.280029296875,1042.5999755859375,1042.5999755859375,287384
2022-01-18 10:05:00-05:00,1042.22998046875,1053.4998779296875,1041.1099853515625,1052.8699951171875,1052.8699951171875,501857
2022-01-18 10:10:00-05:00,1053.3499755859375,1058.934814453125,1052.5,1055.06005859375,1055.06005859375,528739
2022-01-18 10:15:00-05:00,1054.68994140625,1070.7899169921875,1054.68994140625,1065.9599609375,1065.9599609375,736262
2022-01-18 10:20:00-05:00,1065.56005859375,1065.75,1060.9300537109375,1064.369873046875,1064.369873046875,393316
2022-01-18 10:25:00-05:00,1064.2904052734375,1066.47998046875,1058.64013671875,1064.75,1064.75,317194
2022-01-18 10:30:00-05:00,1064.7550048828125,1064.8299560546875,1056.4100341796875,1059.0050048828125,1059.0050048828125,310474
2022-01-18 10:35:00-05:00,1058.780029296875,1059.699951171875,1052.630126953125,1053.949951171875,1053.949951171875,307872
2022-01-18 10:40:00-05:00,1054.18994140625,1060.77001953125,1052.510009765625,1060.06005859375,1060.06005859375,349103
2022-01-18 10:45:00-05:00,1060.39501953125,1062.0,1056.0892333984375,1057.8729248046875,1057.8729248046875,253563
2022-01-18 10:50:00-05:00,1057.8299560546875,1059.719970703125,1053.010009765625,1053.010009765625,1053.010009765625,171169
2022-01-18 10:55:00-05:00,1053.010009765625,1053.719970703125,1047.1400146484375,1048.8304443359375,1048.8304443359375,333242
2022-01-18 11:00:00-05:00,1048.8800048828125,1049.9798583984375,1046.150146484375,1049.3699951171875,1049.3699951171875,207830
2022-01-18 11:05:00-05:00,1049.400390625,1050.0,1044.380126953125,1046.58984375,1046.58984375,214886
2022-01-18 11:10:00-05:00,1046.3310546875,1051.4613037109375,1046.0,1050.6800537109375,1050.6800537109375,203850
2022-01-18 11:15:00-05:00,1050.46728515625,1053.909912109375,1049.2301025390625,1051.6700439453125,1051.6700439453125,299761
2022-01-18 11:20:00-05:00,1051.199951171875,1051.199951171875,1045.0999755859375,1045.572021484375,1045.572021484375,168945
2022-01-18 11:25:00-05:00,1045.530029296875,1045.7249755859375,1041.7099609375,1042.680419921875,1042.680419921875,205982
2022-01-18 11:30:00-05:00,1042.9505615234375,1044.4300537109375,1038.8499755859375,1042.0,1042.0,208109
2022-01-18 11:35:00-05:00,1042.0999755859375,1050.1800537109375,1041.530029296875,1047.4185791015625,1047.4185791015625,282973
2022-01-18 11:40:00-05:00,1048.2840576171875,1049.949951171875,1046.5001220703125,1047.530029296875,1047.530029296875,129900
2022-01-18 11:45:00-05:00,1047.9200439453125,1050.22998046875,1047.0,1049.151611328125,1049.151611328125,105334
2022-01-18 11:50:00-05:00,1048.9007568359375,1055.4200439453125,1048.5101318359375,1053.4599609375,1053.4599609375,713300
2022-01-18 11:55:00-05:00,1053.27001953125,1055.7999267578125,1052.0799560546875,1053.3599853515625,1053.3599853515625,133732
2022-01-18 12:00:00-05:00,1054.0,1055.2999267578125,1046.0001220703125,1047.1099853515625,1047.1099853515625,192910
2022-01-18 12:05:00-05:00,1047.219970703125,1047.93994140625,1043.5,1046.6500244140625,1046.6500244140625,134775
2022-01-18 12:10:00-05:00,1046.65283203125,1047.5,1044.219970703125,1047.3699951171875,1047.3699951171875,104642
2022-01-18 12:15:00-05:00,1046.780029296875,1050.0,1043.1600341796875,1049.5400390625,1049.5400390625,174752
2022-01-18 12:20:00-05:00,1049.719970703125,1050.3599853515625,1043.6201171875,1045.47998046875,1045.47998046875,112796
2022-01-18 12:25:00-05:00,1045.6300048828125,1046.260009765625,1041.8499755859375,1044.5423583984375,1044.5423583984375,147862
2022-01-18 12:30:00-05:00,1044.5,1044.5,1039.06005859375,1041.8199462890625,1041.8199462890625,169732
2022-01-18 12:35:00-05:00,1042.0733642578125,1042.139892578125,1037.5,1039.319580078125,1039.319580078125,147063
2022-01-18 12:40:00-05:00,1039.5555419921875,1041.5,1039.0,1039.74560546875,1039.74560546875,104397
